0.666667	0.333333	0	0	0	0.888889	0	0.555556	0.888889	0	0	0	0	0.222222	0.58155	INR
0.888889	0.333333	0	0	0.222222	0.666667	0	0.333333	0.666667	0	0	0	0	0.111111	0.498472	INR
0.181818	0.909091	0	0	0.0909091	0.818182	0	0.545455	0.818182	0	0	0	0	0.545455	0.664629	INR
0.833333	0.333333	0	0	0.166667	0.666667	0.333333	0	0	0	0	0	0	0	0.249236	INR
0.809524	0.238095	0	0	0.047619	0.333333	0	0.142857	0.333333	0	0	0	0.047619	0.190476	1.57849	INR
0.875	0.25	0	0	0.125	0.875	0.375	0	0	0	0	0	0	0	0.498472	INR
0.8	0.666667	0	0	0.466667	0.266667	0.0666667	0	0	0	0.533333	0	0	0	1.08002	INR
0.8	0.24	0	0	0.04	0.28	0.12	0	0	0	0	0.04	0	0	1.57849	INR
0.615385	0.615385	0	0	0.230769	0.615385	0	0.230769	0.615385	0	0	0	0	0.153846	0.664629	INR
0.8	0.2	0	0	0	0.4	0	0.2	0.4	0	0	0	0	0	0.332314	INR
0.333333	0.666667	0	0	0	0.666667	0	0.333333	0.666667	0	0	0	0	0.333333	0.166157	INR
0.888889	0.222222	0	0	0.111111	0.222222	0	0.111111	0.222222	0	0	0	0	0.111111	0.664629	INR
0.75	0.416667	0	0	0.166667	0.75	0	0.416667	0.75	0	0	0	0	0.0833333	0.747707	INR
0.571429	0.714286	0	0	0.285714	0.714286	0	0.285714	0.714286	0	0	0.142857	0	0.285714	0.332314	INR
0.944444	0.0555556	0	0	0	0.611111	0	0.0555556	0.0555556	0	0	0	0	0	1.32926	INR
0.6875	0.625	0	0	0.3125	0.625	0	0.1875	0.625	0	0	0	0	0.3125	0.830786	INR
1	0	0	0	0	0.571429	0	0.285714	0.571429	0	0	0	0	0	0.498472	INR
0.833333	0.166667	0	0	0	0.2	0	0.133333	0.2	0	0	0.0333333	0	0	2.24312	INR
0.8	0.25	0	0	0.05	0.25	0.15	0	0	0	0	0	0	0	1.41234	INR
0.85	0.2	0	0	0.05	0.25	0	0	0	0	0	0.05	0	0	1.41234	INR
0.727273	0.272727	0	0	0	0.363636	0	0.272727	0.363636	0	0	0	0	0	1.32926	INR
0.5	0.5	0	0	0	1	0.25	0.5	0.5	0	0	0	0	0.5	0.166157	INR
0.5	0.75	0	0	0	0.5	0	0.5	0.5	0	0	0	0.75	0	0.332314	INR
0.8	0.2	0	0	0	0.6	0	0.4	0.6	0	0	0	0	0.4	0.332314	INR
0.947368	0.0526316	0	0	0	0.368421	0	0.210526	0.315789	0	0	0	0	0.210526	1.32926	INR
0.555556	0.555556	0	0	0.111111	0.777778	0.222222	0	0	0	0	0	0	0	0.415393	INR
0.954545	0.0909091	0	0	0.0454545	0.136364	0	0.0909091	0.136364	0	0	0	0	0.0454545	1.66157	INR
0.923077	0.0769231	0	0	0	0.307692	0	0	0	0	0	0	0	0	0.996943	INR
0.913043	0.173913	0	0	0.0869565	0.26087	0.173913	0	0	0	0	0	0.0434783	0	1.57849	INR
0.666667	0.666667	0	0	0.333333	0.666667	0.333333	0	0	0	0	0	0	0	0.332314	INR
